GUID: 191852, Type: VehicleItem, Rarity: Uncommon, Name: Congrave Rocket, Probability: 1,346153846153846 
GUID: 191306, Type: GuildhouseItem, Rarity: Common, Name: Spectacle-Maker, Probability: 0,8823529411764707 
GUID: 191344, Type: GuildhouseItem, Rarity: Uncommon, Name: Hatter, Probability: 1,346153846153846 
GUID: 190618, Type: GuildhouseItem, Rarity: Uncommon, Name: Pearl Diver, Probability: 1,346153846153846 
GUID: 190712, Type: GuildhouseItem, Rarity: Uncommon, Name: Priest, Probability: 1,346153846153846 
GUID: 190640, Type: GuildhouseItem, Rarity: Uncommon, Name: Tobacco Blender, Probability: 1,346153846153846 
GUID: 191385, Type: GuildhouseItem, Rarity: Uncommon, Name: Tortillera, Probability: 1,346153846153846 
GUID: 190690, Type: GuildhouseItem, Rarity: Rare, Name: Arborist, Probability: 0,78125 
GUID: 191403, Type: GuildhouseItem, Rarity: Rare, Name: Charcutier, Probability: 0,78125 
GUID: 190641, Type: GuildhouseItem, Rarity: Rare, Name: Cigar Afficionado, Probability: 0,78125 
GUID: 190749, Type: GuildhouseItem, Rarity: Rare, Name: Expert Planter, Probability: 0,78125 
GUID: 190625, Type: GuildhouseItem, Rarity: Rare, Name: Illustrious Gemologist, Probability: 0,78125 
GUID: 191376, Type: GuildhouseItem, Rarity: Rare, Name: Leading Electrical Engineer, Probability: 0,78125 
GUID: 191349, Type: GuildhouseItem, Rarity: Rare, Name: Milliner, Probability: 0,78125 
GUID: 191057, Type: CultureItem, Rarity: Common, Name: Domestic Cat, Probability: 0,8823529411764706 
GUID: 190446, Type: CultureItem, Rarity: Common, Name: Grey Wolf, Probability: 0,8823529411764706 
GUID: 191068, Type: CultureItem, Rarity: Common, Name: Red Fox, Probability: 0,8823529411764706 
GUID: 191072, Type: CultureItem, Rarity: Uncommon, Name: Black Bear, Probability: 1,346153846153846 
GUID: 191052, Type: CultureItem, Rarity: Uncommon, Name: Brown Bear, Probability: 1,346153846153846 
GUID: 191506, Type: CultureItem, Rarity: Uncommon, Name: Crocodile, Probability: 1,346153846153846 
GUID: 191078, Type: CultureItem, Rarity: Uncommon, Name: Dog Fox, Probability: 1,346153846153846 
GUID: 190007, Type: CultureItem, Rarity: Uncommon, Name: Parrot, Probability: 1,346153846153846 
GUID: 191079, Type: CultureItem, Rarity: Uncommon, Name: Peacock, Probability: 1,346153846153846 
GUID: 191091, Type: CultureItem, Rarity: Rare, Name: Black Caiman, Probability: 0,78125 
GUID: 191090, Type: CultureItem, Rarity: Rare, Name: Jaguar, Probability: 0,78125 
GUID: 191089, Type: CultureItem, Rarity: Rare, Name: Puma, Probability: 0,78125 
GUID: 191088, Type: CultureItem, Rarity: Rare, Name: Tiger, Probability: 0,78125 
GUID: 191507, Type: CultureItem, Rarity: Epic, Name: Albino Alligator, Probability: 0,47619047619047616 
GUID: 190004, Type: CultureItem, Rarity: Epic, Name: Black Jaguar, Probability: 0,47619047619047616 
GUID: 191112, Type: CultureItem, Rarity: Epic, Name: Eastern Elephant, Probability: 0,47619047619047616 
GUID: 191094, Type: CultureItem, Rarity: Epic, Name: Spectacled Bear, Probability: 0,47619047619047616 
GUID: 191616, Type: ShipSpecialist, Rarity: Common, Name: Handler, Probability: 0,8823529411764707 
GUID: 191445, Type: ShipSpecialist, Rarity: Common, Name: Mate, Probability: 0,8823529411764707 
GUID: 191444, Type: ShipSpecialist, Rarity: Common, Name: Sailor, Probability: 0,8823529411764707 
GUID: 191601, Type: ShipSpecialist, Rarity: Rare, Name: Former Corsair, Probability: 0,78125 
GUID: 193188, Type: ShipSpecialist, Rarity: Epic, Name: Drae von Gast, Probability: 0,47619047619047616 
GUID: 191603, Type: ShipSpecialist, Rarity: Epic, Name: Vice-Admiral Adams, Probability: 0,47619047619047616 
